Taxa,Achnanthes_sp.,Amphora_ovalis,Attheya_zochariasi,Cocconeis_placentula,Coscinodiscus_sp.,Cyclotella_sp.,Cymatopleura_sp.,Cymbella_sp.,Diatoma_vulgare,Diploneis_ovalis,Eunotia_pectinalis,Eunotia_valida,Fragilaria_capucina,Fragilaria_sp.,Frustulia_sp.,Gomphonema_sp.,Gyrosigma_spenceri,Melosira_granulata,Navicula_sp.,Navicula_viridula,Nitzschia_linearis,Nitzschia_sp.,Pinnularia_nobilis,Rhizosolenia_longiseta,Stauroneis_acuta,Surirella_sp.,Synedra_acus,Synedra_sp.,Synedra_ulna,Tabellaria_sp.,?Tetraedron_enorme,Actinastrum_fluviatile,Ankistrodesmus_acicularis,Ankistrodesmus_convolutus,Ankistrodesmus_falcatus,Ankistrodesmus_falcatus_var._mirabilis,Ankistrodesmus_spiralis,Botryococcus_braunii,Chlamydomonas_sp.,Chlorella_sp.,Chlorogonium_elongatum,Chodatella_cilliata,Chodatella_longiseta,Chodatella_wratislaviensis,Closteriopsis_sp.,Closterium_kutzingii,Closterium_parvulum,Closterium_sp.,Coelastrum_microporum,Coelastrum_reticulatum,Coelastrum_sphaericum,Cosmarium_angulosum,Cosmarium_bioculatum,Cosmarium_circulare,Cosmarium_connatum,Cosmarium_depressum,Cosmarium_formosulum,Cosmarium_globosum,Cosmarium_obsoletum,Cosmarium_obtusatum,Cosmarium_quadrum,Cosmarium_sp.,Cosmarium_trilobulatum,Cosmarium_turgidum,Crucigenia_apiculata,Crucigenia_lauterbornei,Crucigenia_quadrata,Crucigenia_rectangularis,Crucigenia_tetrapedia,Dictyosphaeria_cavernosa,Dictyosphaerium_pulchellum,Echinosphaerella_limnetica,Elakatothrix_gelatinosa,Euastrum_elegans,Eudorina_elegans,Gloeocystis_sp.,Golenkinia_paucispina,Gonatozygon_kinahani,Gonium_pectorale,Kirchneriella_contorta,Kirchneriella_lunaris_,Kirchneriella_obesa,Micractinium_pusillum,Mougeotia_sp.,Nephrocytium_agardhianum,Oedogonium_sp.,Oocystis_lacustris,Pediastrum_biradiatum,Pediastrum_duplex,Pediastrum_simplex,Pediastrum_tetras_var._tetraodon,Platrotaenium_trabecula,Pleodorina_californica,Pteromonas_sp.,Quadrigula_sp.,Radiococcus_sp.,Raphidonema_nivale,Scenedesmus_acuminatus,Scenedesmus_arcuatus,Scenedesmus_armatus,Scenedesmus_bicaudatus,Scenedesmus_bijuga,Scenedesmus_denticulatus,Scenedesmus_dimorphus,Scenedesmus_javaensis,Scenedesmus_obliquus,Scenedesmus_perforatas,Scenedesmus_quadricauda,Schroederia_nitzschioides,Schroederia_robusta,Schroederia_setigera,Schroederia_spiralis,Scotiella_sinica,Selenastrum_bibraianum,Selenastrum_minutum,Sphaerocystis_schroeteri,Spondylosium_sp.,Staurastrum_aristiferum,Staurastrum_bifidum,Staurastrum_brevispinum,Staurastrum_connatum,Staurastrum_crenulatum,Staurastrum_gracile,Staurastrum_leptodermum,Staurastrum_paradoxum,Staurastrum_sp.,Staurodesmus_sp.,Tetrachlorella_sp.,Tetradesmus_wisconsinense,Tetraedron_bifurcatum,Tetraedron_caudatum,Tetraedron_hastatum,Tetraedron_hastatum_var._palatinum,Tetraedron_minimum,Tetraedron_trigonum,Tetraedron_trilobulatum,Tetraedron_tumidulum,Tetrallantos_lagerkeimii,Tetrastrum_staurogeniaeforme,Treubaria_crassispina,Treubaria_triappendiculata,Westella_botryoides,Westella_linearis,Xanthidium_cristatum,Dinobryon_cylindricum,Mallomonas_acaroides,Mallomonas_elongata,Mallomonas_oviformis,Synura_sp.,Chroomonas_caudata,Cryptomonas_erosa,Cryptomonas_marssonii,Cryptomonas_ovata,Cryptomonas_rostrata,Anabaena_sp.,Anabaenopsis_circularis,Aphanizomenon_sp.,Aphanocapsa_sp.,Aphanothece_sp.,Chroococcus_sp.,Coelosphaerium_kutzingianum,Cylindrospermopsis_raciborskii,Gomphosphaeria_sp.,Lyngbya_sp.,Merismopedia_elegans,Merismopedia_punctata,Merismopedia_tenuissima,Microcystis_aeruginosa,Microcystis_flosaquae,Microcystis_ichthyoblabe,Microcystis_novacekii,Microcystis_wesenbergii,Pseudanabaena_sp.,Raphidiopsis_sp.,Rhabdogloea_sp.,Spirulina_major,Ceratium_hirundinella,Glenodinium_pulvisculus,Gymnodinium_gyomnodinium,Peridiniopsis_cunningtonii,Peridinium_sp.,Euglena_amoeboides,Euglena_caudata,Euglena_clara,Euglena_deses,Euglena_interrupta,Euglena_oxyuris,Euglena_pisciformis,Lepocinclis_texta,Phacus_acuminatus,Phacus_longicauda,Phacus_pleuronectes,Strombomonas_ensifera,Trachelomonas_granulata,Trachelomonas_oblonga,Trachelomonas_reticulata
FJ2017066,19118.04054,,,106514.7973,,46429.52703,,65547.56757,,,,,5462.297297,,,,,5462.297297,,,,,,,,,2731.148649,,,,,,62816.41892,,8193.445946,,,24580.33784,2731.148649,434252.6351,,8193.445946,,,,,,,13655.74324,35504.93243,2731.148649,30042.63514,,,51891.82432,,,2731.148649,,,,2731.148649,10924.59459,,,,,,16386.89189,,,,,2731.148649,,,,,,,30042.63514,,,,,0,10924.59459,,,,,,,,,,,,2731.148649,2731.148649,32773.78378,,2731.148649,,,,,101052.5,,8193.445946,,,,2731.148649,,,,,,,,,,,,,2731.148649,,,,,,2731.148649,13655.74324,21849.18919,,,,,,,,8193.445946,,,,,,,,,,,,,2731.148649,,0,0,95590.2027,,,,,,62816.41892,,0,0,0,0,0,2731.148649,,,,,,,,,,,,,,,,,,,,2731.148649,,,5462.297297
FJ2017067,32900.81395,,,136303.3721,,56401.39535,,4700.116279,,,,,,,,,,14100.34884,,,,,,,,,,,,,,,84602.09302,,,,,,,747318.4884,,,,,9400.232558,4700.116279,,,61101.51163,28200.69767,,32900.81395,,,70501.74419,,,42301.04651,,,,,14100.34884,,,,,,42301.04651,,,,,0,,,9400.232558,,,,61101.51163,,,,,0,28200.69767,,,,,,,,,23500.5814,,,4700.116279,,98702.44186,,,,,,,103402.5581,,18800.46512,,,,,,,,,,,,23500.5814,,,,,,,,,28200.69767,,,,103402.5581,,18800.46512,,,,28200.69767,,18800.46512,,,,,,,,,,,,,,,0,0,319607.907,,,,,,47001.16279,,0,0,0,0,0,4700.116279,14100.34884,,,,,,,,,,,,,,,,,,4700.116279,,,,9400.232558
FJ2017068,84602.09302,,,112802.7907,,28200.69767,9400.232558,4700.116279,,,,,,,,4700.116279,,18800.46512,,,,,,,,,,,,,,,65801.62791,,,,,4700.116279,,672116.6279,,4700.116279,,,4700.116279,4700.116279,,,14100.34884,47001.16279,,47001.16279,,,126903.1395,,,,,,,,42301.04651,,,,,,,,,,,0,,,9400.232558,,,,18800.46512,,,,,0,,,,,,,,,,14100.34884,,,,,47001.16279,,,,,,,51701.27907,,9400.232558,,,,,,,,,,,,65801.62791,,,,,,,,,18800.46512,,,18800.46512,61101.51163,32900.81395,,,,,9400.232558,9400.232558,47001.16279,,,,,,,,,,,,,,4700.116279,0,0,437110.814,,,,,,23500.5814,,0,1692041.86,0,0,0,,23500.5814,,,,,,,,,,,,,,,4700.116279,,,4700.116279,4700.116279,,,
FJ2017069,38133.01887,,,106772.4528,,19066.50943,,,,,,,,,,,,30506.41509,,,,,,,,,,,,,,,45759.62264,3813.301887,,15253.20755,,11439.90566,,419463.2075,,,,,,,,,15253.20755,30506.41509,,22879.81132,,,125838.9623,3813.301887,,45759.62264,,,,,41946.32075,,,,,7626.603774,,,,,,0,,,7626.603774,,,,11439.90566,,,,,0,22879.81132,,,,,,,,,,,,,,22879.81132,,,,,,,57199.5283,,,,,,7626.603774,,,,,,,,11439.90566,11439.90566,,,15253.20755,,,,,,,,3813.301887,22879.81132,,26693.11321,,,,3813.301887,,,,,,,,,41946.32075,,,,,,,,0,0,118212.3585,,,,,,3813.301887,,0,6635145.283,0,0,0,,,,,,,,,,,,,,,,,,,,3813.301887,,,,
FJ2017071,42230.89552,,,153841.1194,,3016.492537,,,,,,,,,,,,81445.29851,,,,,,,,,,,,,,,3016.492537,3016.492537,,,,12065.97015,36197.91045,346896.6418,,,,6032.985075,,,,,6032.985075,12065.97015,3016.492537,12065.97015,,,12065.97015,3016.492537,,18098.95522,,,,,54296.86567,,,3016.492537,,33181.41791,,,,,,0,,,,3016.492537,,,9049.477612,,,,,0,12065.97015,,,,,,,,,6032.985075,,3016.492537,,,12065.97015,,,,,,,114626.7164,,,,,,,,,,,,,30164.92537,3016.492537,3016.492537,,,,3016.492537,,,,6032.985075,,,3016.492537,30164.92537,,,,,3016.492537,,,3016.492537,,,,,,,45247.38806,,,,,,,,0,0,93511.26866,,,,,12065.97015,,,0,3511197.313,0,0,0,,,,,,,,,,,,,,3016.492537,,,15082.46269,,,,6032.985075,,,9049.477612
FJ2017072,16168.4,,,408252.1,,76799.9,,,,,,,,,,,,149557.7,,,,,,,,,,,,,,,24252.6,4042.1,,,,28294.7,48505.2,537599.3,,,,,4042.1,,,,24252.6,32336.8,28294.7,12126.3,,,8084.2,,,24252.6,,,,4042.1,32336.8,,,,,8084.2,,,,,,4042.1,,,,4042.1,,,8084.2,,,,,0,12126.3,,,,,,,,,20210.5,,,,,60631.5,4042.1,,,,,,101052.5,,,,,,,,,,,,4042.1,68715.7,,8084.2,,,,,,,,4042.1,,,,8084.2,,,,,,,,,,,,,,,28294.7,,,8084.2,,,,,0,0,109136.7,44463.1,,,,8084.2,,,0,194020.8,0,0,0,,,,,,,,,,,,,,,,,,,,,12126.3,,,24252.6
FJ2017073,138947.1875,,,1092630.156,,50526.25,,,,,,,,6315.78125,,,,119999.8438,,,,,,,,,,,,,,,50526.25,25263.125,12631.5625,,,,,795788.4375,,18947.34375,,,18947.34375,,,,,75789.375,,63157.8125,,,18947.34375,,,37894.6875,,,,,63157.8125,,,,,75789.375,,,,,,0,,,,,,,,,,,,0,31578.90625,,,,,,,,,12631.5625,,,,,88420.9375,,,,,,6315.78125,,,6315.78125,,,,6315.78125,,,,,,,6315.78125,,18947.34375,,,,,,,,,,,12631.5625,18947.34375,,,,,6315.78125,,,,,,,,,,,,,,,,,,0,0,195789.2188,,,,,31578.90625,,,0,151578.75,0,0,0,18947.34375,12631.5625,,,,,,,,,,,,,,,,,,6315.78125,,,,31578.90625
FJ2017074,39117.09677,,,1356059.355,,26078.06452,,,,,,,,,,,,208624.5161,,,,,,,,6519.516129,,,,,,,110831.7742,19558.54839,13039.03226,,,19558.54839,,593275.9677,,,,,13039.03226,,,,19558.54839,19558.54839,,97792.74194,,,13039.03226,,,19558.54839,,,,,26078.06452,13039.03226,,,,,,,,,,6519.516129,,,6519.516129,,,,6519.516129,,,,,0,32597.58065,,,,,,,,,13039.03226,,6519.516129,,,123870.8065,,6519.516129,,,,,110831.7742,,,,,,6519.516129,,,,,,,32597.58065,,,,,,,,,,,,,,39117.09677,,,,,,,,,,,19558.54839,,,,19558.54839,,,,,,,,0,0,117351.2903,,,,,52156.12903,,,0,0,0,0,0,,6519.516129,,,,,,,,,,,,,,,,,,13039.03226,,,,39117.09677
FJ2017075,4812.02381,,,235789.1667,,33684.16667,,2406.011905,,,,,,,,2406.011905,,197292.9762,,,,,,,,,,,,,,,21654.10714,,,,,16842.08333,,430676.131,,2406.011905,,2406.011905,16842.08333,,,,2406.011905,9624.047619,,4812.02381,,,,,,2406.011905,,,,,19248.09524,,,,,,2406.011905,,,,,0,,,,,,,7218.035714,,,,,0,7218.035714,,,,,,,,,,,,2406.011905,,9624.047619,,,4812.02381,,,,40902.20238,,,,,,2406.011905,,,,,,,4812.02381,,2406.011905,,,,,,,,,,,,4812.02381,,,,,,16842.08333,,,,,,,,,2406.011905,,,2406.011905,,,,,0,0,50526.25,,,,,19248.09524,9624.047619,,0,0,0,0,0,,2406.011905,,,,,,,,,,,,,,,,,,2406.011905,,,,7218.035714
FJ2017090,8165.858586,,,38787.82828,,120446.4141,,,,,,,,,,2041.464646,,500158.8384,14290.25253,,,2041.464646,,,2041.464646,,,,,,,,24497.57576,,,,,12248.78788,,102073.2323,,12248.78788,,,6124.393939,,,,,24497.57576,,8165.858586,,,,,,6124.393939,,,,,2041.464646,,,,,2041.464646,,,,,,0,,,,,,,8165.858586,,,,,0,4082.929293,,,,,,,,,,,,2041.464646,,8165.858586,,,,,,,32663.43434,,,,,,,,,,,,,,6124.393939,6124.393939,,,,,,,,,,,4082.929293,8165.858586,,,,,,,,,,,,,,,8165.858586,,,,,,,,0,0,20414.64646,,,,,,14290.25253,,0,0,0,0,0,,2041.464646,,,,,,,10207.32323,,,,,,,,,,,,,,,
FJ2017091,7555.327103,,,9444.158879,,58553.78505,,,,,,,,,,,,118996.4019,,,,3777.663551,,,1888.831776,3777.663551,1888.831776,,,,,,9444.158879,,,,,20777.14953,5666.495327,445764.2991,,,,,9444.158879,,,,5666.495327,13221.82243,1888.831776,,,,,,,,,,,,,,,,,5666.495327,,,,,,0,,,,,,,22665.98131,,,,,0,3777.663551,,,,,,,,,7555.327103,,,,1888.831776,16999.48598,,,,,,,,,1888.831776,,,,3777.663551,,,,,,,3777.663551,9444.158879,,,,,,,,,,,,,1888.831776,,,,,,,,1888.831776,,,,,,,3777.663551,,,1888.831776,,,,,0,30221.30841,79330.93458,,,,,1888.831776,3777.663551,,0,0,0,0,0,,5666.495327,,,,,,,,,,,,,,,1888.831776,,,3777.663551,,,,3777.663551
FJ2017092,16842.08333,,,5614.027778,,71578.85417,,,,,,,,,,2807.013889,,72982.36111,,,,2807.013889,,,,1403.506944,,1403.506944,,,,,12631.5625,,,,,29473.64583,2807.013889,277894.375,,,,,1403.506944,,,,2807.013889,21052.60417,,1403.506944,,,,,,,,,,,,,,,,,1403.506944,,,,,0,1403.506944,,1403.506944,,,,9824.548611,,,,,0,4210.520833,,1403.506944,,,,,,,8421.041667,,,1403.506944,,7017.534722,,,,,,,7017.534722,,,,,,1403.506944,,,,,,,,,,,,,,,,,,,,,2807.013889,,5614.027778,,,,,,,,,,,1403.506944,,5614.027778,,,1403.506944,,,,2807.013889,0,0,84210.41667,,,,,2807.013889,9824.548611,,0,0,0,0,0,,2807.013889,,,,1403.506944,,,,,,,,,,,1403.506944,,,2807.013889,,,,1403.506944
FJ2017093,36491.18056,,,8421.041667,2807.013889,188069.9306,,2807.013889,,,,,,2807.013889,,,,266666.3194,,,,2807.013889,,,,,2807.013889,,,,,,39298.19444,,,,,42105.20833,14035.06944,519297.5694,,5614.027778,,,30877.15278,,,,2807.013889,30877.15278,14035.06944,5614.027778,,,,,,,,,,,,,,,,2807.013889,2807.013889,,,2807.013889,,2807.013889,2807.013889,,,,,,14035.06944,,,,,0,,,,,,,,,,2807.013889,,,,2807.013889,19649.09722,,,,,,,2807.013889,,,,,,,,,,,,,,8421.041667,,,2807.013889,,,,,2807.013889,2807.013889,,,2807.013889,8421.041667,2807.013889,,,,,5614.027778,,,,,,,,,11228.05556,2807.013889,,2807.013889,,,,5614.027778,0,0,39298.19444,,,,,,8421.041667,,0,0,0,0,0,2807.013889,5614.027778,,,,,,,,,,,,,,,2807.013889,,,5614.027778,2807.013889,,,8421.041667
FJ2017094,21274.21053,,,31911.31579,,74459.73684,,,,,,,,,10637.10526,,,10637.10526,,,,,,,,,10637.10526,,,,,,53185.52632,,74459.73684,,,,,776508.6842,,10637.10526,,,1914678.947,,,,,21274.21053,21274.21053,,10637.10526,,,,,,,,,,,,,,,148919.4737,,,,,,0,,,,,,,31911.31579,,,,,0,,,,,,,,,,,,,,21274.21053,21274.21053,,,,,,,,,,21274.21053,,,,,,,,21274.21053,,,10637.10526,,,,,,,,,,,,,,,,,,,,,,,,,10637.10526,,,21274.21053,,,,,,,,0,0,85096.84211,,2021050,,,,10637.10526,,0,0,0,0,0,,63822.63158,,,,,,,,,,,,,10637.10526,10637.10526,,,,,,,,10637.10526
FJ2017096,8509.684211,,,19146.78947,2127.421053,95733.94737,,,,,,,,,,2127.421053,,178703.3684,,,,4254.842105,,,,,,,,,,,6382.263158,,6382.263158,,,14891.94737,,472287.4737,6382.263158,4254.842105,,,6382.263158,,,,2127.421053,23401.63158,4254.842105,4254.842105,,,,,,,,,,,2127.421053,,,,,,17019.36842,,,,,0,,,,,,,2127.421053,,,,,0,8509.684211,,,,,,,,,2127.421053,,,,2127.421053,36166.15789,,,,,,,4254.842105,,2127.421053,,,,,,,,,,,,,,,,,,,,,,,,,17019.36842,,,,,,6382.263158,,,,,,,6382.263158,,6382.263158,,,4254.842105,,,,6382.263158,0,0,51058.10526,,,,,23401.63158,2127.421053,,0,0,0,0,0,,2127.421053,,,,,,,,,,,,,,2127.421053,,,,,,,,
FJ2017097,17908.03797,,,28141.20253,,171405.5063,,,,,,,,2558.291139,2558.291139,2558.291139,,240479.3671,,,,12791.4557,,,2558.291139,,,,,5116.582278,,,10233.16456,,,,,12791.4557,,539799.4304,,,,,17908.03797,,,,,,5116.582278,5116.582278,,,,,,,,,,,,,,,,10233.16456,,,,,,2558.291139,2558.291139,,,,,,20466.32911,,,,,0,,,,,,,,,,5116.582278,,,,5116.582278,30699.49367,,,,,,,,,,,,,2558.291139,,,,,,,,2558.291139,,,,,,,,12791.4557,,,,2558.291139,7674.873418,,,,,,,,,,,,,5116.582278,2558.291139,17908.03797,,,,,,,,0,0,30699.49367,,,,,2558.291139,5116.582278,,0,0,0,0,0,,,,,,,,,5116.582278,,,,,,,,,,,,,,,5116.582278
FJ2017098,33684.16667,,,21654.10714,2406.011905,62556.30952,,,,,,,,,,2406.011905,,211729.0476,38496.19048,,,2406.011905,,,,,4812.02381,,,,,,19248.09524,,,,,7218.035714,7218.035714,526916.6071,,,,,28872.14286,,,,,12030.05952,,9624.047619,,,2406.011905,2406.011905,,7218.035714,,,,2406.011905,,,,,,21654.10714,,,,,,7218.035714,2406.011905,,2406.011905,,,,,,,,,0,4812.02381,,2406.011905,,,,,,,,,,,2406.011905,36090.17857,,2406.011905,,,,2406.011905,2406.011905,,,,,,2406.011905,,,,,,,,,,,,,,,,,9624.047619,,,4812.02381,16842.08333,,,,,,,,,,,,,2406.011905,,12030.05952,,,2406.011905,,,,4812.02381,0,0,38496.19048,,,,,,7218.035714,,0,0,0,0,0,,4812.02381,,,,,,,2406.011905,,,,,2406.011905,,4812.02381,,,,2406.011905,,,,
FJ2018001,45130.24272,,,13735.29126,,92222.6699,,,,,,,,,,1962.184466,,145201.6505,1962.184466,,,9810.92233,1962.184466,,,,5886.553398,,,,,,37281.50485,19621.84466,,,,19621.84466,,368890.6796,,,,,17659.66019,,,,,3924.368932,,1962.184466,,,,,,,,,,,3924.368932,,,,,,,,,,,1962.184466,,,1962.184466,,,,11773.1068,,,,,0,3924.368932,,1962.184466,,,,,,,,,,,1962.184466,19621.84466,1962.184466,,,,,,13735.29126,,,,,,1962.184466,,,,,,,,,,,,,,,,,1962.184466,,,,23546.21359,1962.184466,,,,,,,3924.368932,,,,,,,7848.737864,,,1962.184466,,,,,0,0,35319.32039,,,,,,3924.368932,,0,0,0,0,0,,27470.58252,,,,,,,1962.184466,,,,,,,,,7848.737864,,,,,,
FJ2018002,25263.125,,,18045.08929,,216541.0714,,3609.017857,,,,,,,,7218.035714,,180450.8929,3609.017857,,3609.017857,,,,,,7218.035714,,,,,,202105,36090.17857,,,,3609.017857,,685713.3929,,3609.017857,,3609.017857,21654.10714,,,,3609.017857,7218.035714,21654.10714,,,,,,,,,,,,,,,,,14436.07143,,,,,,3609.017857,,,3609.017857,,,,7218.035714,,,,,0,3609.017857,,3609.017857,,,,,,,3609.017857,,,,3609.017857,18045.08929,,3609.017857,,,,,93834.46429,,,3609.017857,,,,,,,,,,,,,,,,,,,,,,,,32481.16071,7218.035714,,,,3609.017857,,,3609.017857,,,,,,,7218.035714,,,,,,,,0,0,21654.10714,,,,,14436.07143,7218.035714,,0,0,0,0,0,,75789.375,,,,,,,7218.035714,,,,,,,,,,,7218.035714,,,,10827.05357
FJ2018017,13938.27586,,,10453.7069,,118475.3448,,,,,,,,6969.137931,,6969.137931,,114990.7759,,,,6969.137931,,,,,,,,,,,62722.24138,111506.2069,,,,13938.27586,,700398.3621,,,,,10453.7069,,,,,3484.568966,,,,,,,,,,,,,,,,,,,,,,,,0,3484.568966,,,,,,3484.568966,,,,,0,,,,,,,,,,,3484.568966,,,3484.568966,17422.84483,,,,,,,17422.84483,,,,,,,,,,,,,,,,,,,,,,,,,,,17422.84483,3484.568966,,,,,,,,,,,,,,331034.0517,,6969.137931,10453.7069,,,,3484.568966,0,0,48783.96552,,,,,3484.568966,,,0,0,0,0,0,3484.568966,80145.08621,,,,,,,,,,,,,3484.568966,,3484.568966,10453.7069,,,3484.568966,,,
FJ2018018,15955.65789,,,5318.552632,,98393.22368,,,,,,2659.276316,,7977.828947,,,,127645.2632,15955.65789,,,10637.10526,2659.276316,,,,10637.10526,,,,,,66481.90789,42548.42105,,,,23933.48684,,521218.1579,,,,,10637.10526,,,,,,,,,,,,,,,,,,,,,2659.276316,,21274.21053,,,,,,0,2659.276316,,,,,,7977.828947,,,,,0,,,2659.276316,,,,,,,,,,,7977.828947,26592.76316,,,2659.276316,,,,10637.10526,,7977.828947,,,,,,,,,,,,,,,,,5318.552632,,,,,,,2659.276316,15955.65789,,,,,,7977.828947,,,,,,,,,162215.8553,,,,,,,,0,0,21274.21053,,,,,,10637.10526,,0,0,0,0,0,2659.276316,13296.38158,,,,,,,2659.276316,,,,,,2659.276316,,2659.276316,26592.76316,,,,,,2659.276316
FJ2018019,14698.54545,3674.636364,,7349.272727,,205779.6364,,,,,,,,,,,,139636.1818,11023.90909,,,3674.636364,11023.90909,,,,29397.09091,,,,,,110239.0909,,,,,14698.54545,,621013.5455,,,,,33071.72727,,,,,,,,,,,,,,,,,,,,,,,3674.636364,,,,,,0,,,,,,,7349.272727,,,,7349.272727,0,,,3674.636364,,,,,,,,,,,,33071.72727,,,,,,3674.636364,11023.90909,,3674.636364,,,,,,,,,,,,,,,,,,,,,,,,,11023.90909,,,,,,,,,,,,,3674.636364,,371138.2727,,7349.272727,25722.45455,,,,,0,0,55119.54545,,,,,,,,0,0,0,0,0,,69818.09091,,,,,,,3674.636364,,,,,,,,,18373.18182,,,3674.636364,,,11023.90909
FJ2018021,11716.23188,,,5858.115942,,240182.7536,,,,,,,,,,,,114233.2609,,,,2929.057971,,,2929.057971,,111304.2029,,,,,,128878.5507,2929.057971,,,,14645.28986,2929.057971,462791.1594,,,,,8787.173913,,,,,5858.115942,,,,,,,,,,,,,,,,,,8787.173913,,,,,,0,,,,2929.057971,,,17574.34783,,,,5858.115942,0,,,5858.115942,,,,,,,2929.057971,,,,2929.057971,35148.69565,,,2929.057971,,,5858.115942,17574.34783,,8787.173913,,,,,,,,,,,,,,,,,5858.115942,,,,,,,,32219.63768,,,,,,,,,,,,,5858.115942,,20503.4058,,,2929.057971,,,,,0,0,32219.63768,,,,,8787.173913,8787.173913,,0,0,0,0,0,2929.057971,96658.91304,,,,,,,2929.057971,,,,,,,,,5858.115942,,5858.115942,,,,2929.057971
FJ2018022,41339.65909,,,18373.18182,,243444.6591,,,9186.590909,,,,,18373.18182,,,,59712.84091,,,,55119.54545,4593.295455,,,,59712.84091,,,,,,68899.43182,151578.75,13779.88636,,,4593.295455,,601721.7045,,,,,4593.295455,,,,,9186.590909,,,,,,13779.88636,,4593.295455,,,,,,,,,,4593.295455,,,,,0,,,,4593.295455,,,,36746.36364,,,,0,,,,,,,,,,,4593.295455,,,,13779.88636,64306.13636,,,4593.295455,,,4593.295455,9186.590909,,4593.295455,,,,,,,,,,,,,4593.295455,,,,13779.88636,,,,,,,,55119.54545,,,,,,,,,,,,,4593.295455,,128612.2727,13779.88636,,,,,,,0,0,160765.3409,,,,,,45932.95455,,0,0,0,0,0,9186.590909,312344.0909,,,,4593.295455,,,4593.295455,,,,,,,,,4593.295455,,,,,,4593.295455
FJ2018023,46953.68687,,,12248.78788,,224561.1111,,2041.464646,,,,2041.464646,,10207.32323,,,,130653.7374,24497.57576,,,12248.78788,,,,,6124.393939,,,,,,48995.15152,59202.47475,,,,10207.32323,4082.929293,177607.4242,,,,,28580.50505,,,,2041.464646,4082.929293,,2041.464646,,,,,,2041.464646,,,,2041.464646,2041.464646,,,,,,2041.464646,,,,,0,,,,2041.464646,,,22456.11111,,,,,0,4082.929293,,4082.929293,,,,,,,,,,,16331.71717,42870.75758,,2041.464646,,,,2041.464646,4082.929293,,2041.464646,,,,,,,,,,,,,4082.929293,,,,,,,,,,,22456.11111,12248.78788,4082.929293,8165.858586,,,,,,,,,,,,,22456.11111,,4082.929293,,,,,,0,0,22456.11111,,,,,,,,0,0,0,0,0,2041.464646,,,,,,,,,,,,,,,,,,,2041.464646,,,,2041.464646
FJ2018024,538946.6667,,,31702.7451,,31702.7451,,3962.843137,,,,,7925.686275,,,,,67368.33333,11888.52941,,,75294.01961,,,,,19814.21569,,,,,,55479.80392,35665.58824,,,,11888.52941,15851.37255,439875.5882,,,,,,,,,7925.686275,3962.843137,,3962.843137,,,,,,11888.52941,,,,,3962.843137,,,,,,,,,,,0,3962.843137,3962.843137,3962.843137,,,,39628.43137,,,,,0,,,,,7925.686275,,,,,,,,,11888.52941,47554.11765,,,,,,,,,,,,,,,,,,,,,,,,,,3962.843137,,,,,,,7925.686275,110959.6078,,,,,,,,,,7925.686275,,,,,11888.52941,,,,,,,,0,0,59442.64706,,,,,3962.843137,3962.843137,,0,0,0,0,0,19814.21569,249659.1176,,,,,,,,,,,,,3962.843137,,,,,7925.686275,,,,3962.843137
FJ2018036,951849.3548,,,26078.06452,,97792.74194,,6519.516129,,,,,,,,,,84753.70968,6519.516129,,,32597.58065,,,,,52156.12903,,,,,,58675.64516,19558.54839,,,,6519.516129,19558.54839,932290.8065,,,,,,,,,,13039.03226,13039.03226,,,,,,,,,,,,,,,,,,,,,,,0,6519.516129,,13039.03226,,,,39117.09677,,,97792.74194,,0,,6519.516129,,,,,,,,13039.03226,,,,26078.06452,71714.67742,13039.03226,,,,,,6519.516129,,6519.516129,,,,,,,,,,,,,,,,,,,,,,,,,26078.06452,13039.03226,,,,,,,19558.54839,,,,,,,104312.2581,6519.516129,,6519.516129,,,,,912732.2581,0,65195.16129,,,,,,39117.09677,,0,0,0,0,0,39117.09677,234702.5806,,,,,,,,,,,,,,,,,,19558.54839,,,,26078.06452
FJ2018040,437894.1667,,13473.66667,26947.33333,6736.833333,101052.5,,,,,,,,,,,,67368.33333,6736.833333,,,20210.5,,,,,,,,,,,20210.5,6736.833333,,,,,,1057682.833,,,,,6736.833333,,,,6736.833333,13473.66667,33684.16667,26947.33333,,,,,,,,,,,6736.833333,,,,,40421,,,,,,0,,,,,,,47157.83333,,,53894.66667,,0,6736.833333,,,,6736.833333,,,,,,,,,,60631.5,6736.833333,,,,,,6736.833333,,,,,,,,,,,,,,13473.66667,,,,,6736.833333,,,,,,,,6736.833333,6736.833333,,,,,13473.66667,,6736.833333,,,,,,,821893.6667,,,13473.66667,,,,,0,0,134736.6667,,,,,,26947.33333,,0,0,0,0,0,,229052.3333,,,,13473.66667,,,6736.833333,,,,,,,,,13473.66667,,13473.66667,,,,20210.5
